url_vieja,url_nueva,campo,valor_viejo,valor_nuevo,severidad
/case-study/iaffirm,/case-study/iaffirm,og:title,iAffirm,iAffirm: AI Mental Wellness Web App Development,WARN
/case-study/iaffirm,/case-study/iaffirm,og:description,Tap into the potential of your subconscious mind with this cutting-edge platform.,"SpaceDev built iAffirm's AI integration and product foundation: personalized affirmations, visualizations, and guided meditations with Python and Nest.js.",WARN
/case-study/iaffirm,/case-study/iaffirm,og:image,https://framerusercontent.com/images/G6FrxHO2dL9IcgUw5RwkUELN6g.png,https://spacedev.io/images/case-studies/iaffirm/iaffirm_.webp,WARN
/case-study/mostaza,/case-study/mostaza,title,Mostaza,Mostaza: Restaurant Tech Platform Development Case Study,REVIEW
/case-study/mostaza,/case-study/mostaza,description,Bridge the gap between traditional financial services and the benefits of Web3 technology.,Bringing Web3-powered financial tools to everyday users across Latin America.,REVIEW
/case-study/mostaza,/case-study/mostaza,canonical,https://spacedev.io/case-study/mostaza,https://spacedev.io/case-study/mostaza/,INFO
/case-study/mostaza,/case-study/mostaza,og:title,Mostaza,Mostaza: Restaurant Tech Platform Development Case Study,WARN
/case-study/mostaza,/case-study/mostaza,og:description,Bridge the gap between traditional financial services and the benefits of Web3 technology.,Bringing Web3-powered financial tools to everyday users across Latin America.,WARN
/case-study/mostaza,/case-study/mostaza,og:image,https://framerusercontent.com/images/G6FrxHO2dL9IcgUw5RwkUELN6g.png,https://spacedev.io/images/case-studies/mostaza/mostaza_.png,WARN
/case-study/ndax-canada,/case-study/ndax-canada,title,National Digital Asset Exchange (NDAX),NDAX Canada: Crypto Exchange Platform Built to Scale,REVIEW
/case-study/ndax-canada,/case-study/ndax-canada,description,Welcome to Canada’s first officially endorsed cryptocurrency exchange platform.,"SpaceDev built NDAX's frontend and React Native crypto exchange app with AlphaPoint banking integration, quadrupling signups and lifting verification to 80%.",REVIEW
/case-study/ndax-canada,/case-study/ndax-canada,canonical,https://spacedev.io/case-study/ndax-canada,https://spacedev.io/case-study/ndax-canada/,INFO
/case-study/ndax-canada,/case-study/ndax-canada,og:title,National Digital Asset Exchange (NDAX),NDAX Canada: Crypto Exchange Platform Built to Scale,WARN
/case-study/ndax-canada,/case-study/ndax-canada,og:description,Welcome to Canada’s first officially endorsed cryptocurrency exchange platform.,"SpaceDev built NDAX's frontend and React Native crypto exchange app with AlphaPoint banking integration, quadrupling signups and lifting verification to 80%.",WARN
/case-study/ndax-canada,/case-study/ndax-canada,og:image,https://framerusercontent.com/images/G6FrxHO2dL9IcgUw5RwkUELN6g.png,https://spacedev.io/images/case-studies/ndax-canada/ndax-canada_.png,WARN
/case-study/ndax-canada,/case-study/ndax-canada,h1,National Digital Asset Exchange (NDAX),NDAX Canada,WARN
/case-study/nga,/case-study/nga,title,Next Great Adventure (NGA),NGA: EdTech Learning Platform & Mobile App Development,REVIEW
/case-study/nga,/case-study/nga,description,A website and mobile app containing the Acton School of Business’s life-transforming courses.,"SpaceDev built NGA's EdTech platform with the Acton School of Business: React Native app, website, and real-time sync backend serving 26 interactive courses.",REVIEW
/case-study/nga,/case-study/nga,canonical,https://spacedev.io/case-study/nga,https://spacedev.io/case-study/nga/,INFO
/case-study/nga,/case-study/nga,og:title,Next Great Adventure (NGA),NGA: EdTech Learning Platform & Mobile App Development,WARN
/case-study/nga,/case-study/nga,og:description,A website and mobile app containing the Acton School of Business’s life-transforming courses.,"SpaceDev built NGA's EdTech platform with the Acton School of Business: React Native app, website, and real-time sync backend serving 26 interactive courses.",WARN
/case-study/nga,/case-study/nga,og:image,https://framerusercontent.com/images/G6FrxHO2dL9IcgUw5RwkUELN6g.png,https://spacedev.io/images/case-studies/nga/nga_.png,WARN
/case-study/nga,/case-study/nga,h1,Next Great Adventure (NGA),NGA,WARN
/case-study/piggygpt,/case-study/piggygpt,title,PiggyGPT,PiggyGPT: AI-Driven DeFi Trading Platform Development,REVIEW
/case-study/piggygpt,/case-study/piggygpt,description,A revolution in decentralized trading through AI and automation.,"SpaceDev built PiggyGPT's AI-powered DeFi trading assistant for the EVM ecosystem: Telegram trading, cross-chain swaps, and wallets for 10,000+ testnet users.",REVIEW
/case-study/piggygpt,/case-study/piggygpt,canonical,https://spacedev.io/case-study/piggygpt,https://spacedev.io/case-study/piggygpt/,INFO
/case-study/piggygpt,/case-study/piggygpt,og:title,PiggyGPT,PiggyGPT: AI-Driven DeFi Trading Platform Development,WARN
/case-study/piggygpt,/case-study/piggygpt,og:description,A revolution in decentralized trading through AI and automation.,"SpaceDev built PiggyGPT's AI-powered DeFi trading assistant for the EVM ecosystem: Telegram trading, cross-chain swaps, and wallets for 10,000+ testnet users.",WARN
/case-study/piggygpt,/case-study/piggygpt,og:image,https://framerusercontent.com/images/G6FrxHO2dL9IcgUw5RwkUELN6g.png,https://spacedev.io/images/case-studies/piggygpt/piggygpt_.png,WARN
/case-study/rarible,/case-study/rarible,title,Rarible,Rarible: NFT Marketplace Development & Protocol Work,REVIEW
/case-study/rarible,/case-study/rarible,description,The NFT Company. OG Marketplace. NFT Infrastructure for builders. Vertical marketplaces for brands.,The NFT Company. OG Marketplace. NFT infrastructure for builders. Vertical marketplaces for brands.,INFO
/case-study/rarible,/case-study/rarible,canonical,https://spacedev.io/case-study/rarible,https://spacedev.io/case-study/rarible/,INFO
/case-study/rarible,/case-study/rarible,og:title,Rarible,Rarible: NFT Marketplace Development & Protocol Work,WARN
/case-study/rarible,/case-study/rarible,og:description,The NFT Company. OG Marketplace. NFT Infrastructure for builders. Vertical marketplaces for brands.,The NFT Company. OG Marketplace. NFT infrastructure for builders. Vertical marketplaces for brands.,INFO
/case-study/rarible,/case-study/rarible,og:image,https://framerusercontent.com/images/G6FrxHO2dL9IcgUw5RwkUELN6g.png,https://spacedev.io/images/case-studies/rarible/rarible_.png,WARN
/case-study/twispi,/case-study/twispi,title,Twispi,Twispi: Social Discovery App Development Case Study,REVIEW
/case-study/twispi,/case-study/twispi,description,An all-in-one platform boosting employee financial/work wellness and giving businesses deep workforce insights.,An all-in-one HR and financial wellness platform built for the modern workforce in Mexico.,REVIEW
/case-study/twispi,/case-study/twispi,canonical,https://spacedev.io/case-study/twispi,https://spacedev.io/case-study/twispi/,INFO
/case-study/twispi,/case-study/twispi,og:title,Twispi,Twispi: Social Discovery App Development Case Study,WARN
/case-study/twispi,/case-study/twispi,og:description,An all-in-one platform boosting employee financial/work wellness and giving businesses deep workforce insights.,An all-in-one HR and financial wellness platform built for the modern workforce in Mexico.,WARN
/case-study/twispi,/case-study/twispi,og:image,https://framerusercontent.com/images/G6FrxHO2dL9IcgUw5RwkUELN6g.png,https://spacedev.io/images/case-studies/twispi/twispi_.png,WARN
/case-study/ubicuity,/case-study/ubicuity,title,Ubicuity,Ubicuity: Interactive Digital Spaces Platform Development,REVIEW
/case-study/ubicuity,/case-study/ubicuity,description,Bring your spaces to life with interactive digital experiences.,"SpaceDev built Ubicuity's frontend tooling: a Figma-like visual designer, code editor, and React Native app powering digital experiences at museums and fairs.",REVIEW
/case-study/ubicuity,/case-study/ubicuity,canonical,https://spacedev.io/case-study/ubicuity,https://spacedev.io/case-study/ubicuity/,INFO
/case-study/ubicuity,/case-study/ubicuity,og:title,Ubicuity,Ubicuity: Interactive Digital Spaces Platform Development,WARN
/case-study/ubicuity,/case-study/ubicuity,og:description,Bring your spaces to life with interactive digital experiences.,"SpaceDev built Ubicuity's frontend tooling: a Figma-like visual designer, code editor, and React Native app powering digital experiences at museums and fairs.",WARN
/case-study/ubicuity,/case-study/ubicuity,og:image,https://framerusercontent.com/images/G6FrxHO2dL9IcgUw5RwkUELN6g.png,https://spacedev.io/images/case-studies/ubicuity/ubicuity_.png,WARN
/case-study/w3e,/case-study/w3e,title,W3E Gaming Launchpad,"W3E: Web3 Gaming Launchpad for IDOs, Case Study",REVIEW
/case-study/w3e,/case-study/w3e,description,A smart web3 platform that allows users to make hassle-free investments within W3E’s ecosystem.,"SpaceDev built W3E's Web3 gaming launchpad: cross-chain smart contracts, IDO and INO participation flows, staking, and analytics for blockchain gaming fans.",REVIEW
/case-study/w3e,/case-study/w3e,canonical,https://spacedev.io/case-study/w3e,https://spacedev.io/case-study/w3e/,INFO
/case-study/w3e,/case-study/w3e,og:title,W3E Gaming Launchpad,"W3E: Web3 Gaming Launchpad for IDOs, Case Study",WARN
/case-study/w3e,/case-study/w3e,og:description,A smart web3 platform that allows users to make hassle-free investments within W3E’s ecosystem.,"SpaceDev built W3E's Web3 gaming launchpad: cross-chain smart contracts, IDO and INO participation flows, staking, and analytics for blockchain gaming fans.",WARN
/case-study/w3e,/case-study/w3e,og:image,https://framerusercontent.com/images/G6FrxHO2dL9IcgUw5RwkUELN6g.png,https://spacedev.io/images/case-studies/w3e/w3e_.png,WARN
/case-study/w3e,/case-study/w3e,h1,W3E Gaming Launchpad,W3E,WARN
/contact,/contact,title,Contact | SpaceDev,Contact SpaceDev | Blockchain & Web3 Development Experts,REVIEW
/contact,/contact,description,"Have questions or need assistance? Contact SpaceDev today! We're here to help with inquiries about our services, partnerships, or anything tech-related.","Tell us about your project. Get a free 30-minute consultation with a SpaceDev engineer. Offices in Miami, Montevideo, Buenos Aires, and Medellín.",REVIEW
/contact,/contact,canonical,https://spacedev.io/contact,https://spacedev.io/contact/,INFO
/contact,/contact,og:title,Contact | SpaceDev,Contact SpaceDev | Blockchain & Web3 Development Experts,WARN
/contact,/contact,og:description,"Have questions or need assistance? Contact SpaceDev today! We're here to help with inquiries about our services, partnerships, or anything tech-related.","Tell us about your project. Get a free 30-minute consultation with a SpaceDev engineer. Offices in Miami, Montevideo, Buenos Aires, and Medellín.",WARN
/contact,/contact,og:image,https://framerusercontent.com/assets/KD9R4h94YxLSpWDK8gSxftGd7U.svg,https://spacedev.io/images/og-default.png,WARN
/digital-library,/digital-library,title,Resources | SpaceDev,"Resources | SpaceDev, Deep-Dive Insights & Reports",REVIEW
/digital-library,/digital-library,description,"Our curated library of in-depth reports is packed with expert analysis on blockchain, Web3 and beyond. Tell us a bit about yourself to download the resources you need to power your next big project.","Explore SpaceDev's deep-dive insights: guides, whitepapers, and featured contributions on blockchain, fintech, and product strategy.",REVIEW
/digital-library,/digital-library,canonical,https://spacedev.io/digital-library,https://spacedev.io/digital-library/,INFO
/digital-library,/digital-library,og:title,Resources | SpaceDev,"Resources | SpaceDev, Deep-Dive Insights & Reports",WARN
/digital-library,/digital-library,og:description,"Our curated library of in-depth reports is packed with expert analysis on blockchain, Web3 and beyond. Tell us a bit about yourself to download the resources you need to power your next big project.","Explore SpaceDev's deep-dive insights: guides, whitepapers, and featured contributions on blockchain, fintech, and product strategy.",WARN
/digital-library,/digital-library,og:image,https://framerusercontent.com/assets/KD9R4h94YxLSpWDK8gSxftGd7U.svg,https://spacedev.io/images/og-default.png,WARN
/digital-library/why-we-should-care-about-latam,/digital-library/why-we-should-care-about-latam,title,Why We Should Care About LATAM - SpaceDev,Why LATAM Matters for Blockchain & Web3 Development,REVIEW
/digital-library/why-we-should-care-about-latam,/digital-library/why-we-should-care-about-latam,description,"Unlock the future of technology with SpaceDev. We specialize in cutting-edge software development, AI integration, blockchain solutions, and more. Discover how we can elevate your business.",An in-depth look at why Latin America is one of the most exciting emerging tech markets — and what it means for global software development.,REVIEW
/digital-library/why-we-should-care-about-latam,/digital-library/why-we-should-care-about-latam,canonical,https://spacedev.io/digital-library/why-we-should-care-about-latam,https://spacedev.io/digital-library/why-we-should-care-about-latam/,INFO
/digital-library/why-we-should-care-about-latam,/digital-library/why-we-should-care-about-latam,og:title,Why We Should Care About LATAM - SpaceDev,Why LATAM Matters for Blockchain & Web3 Development,WARN
/digital-library/why-we-should-care-about-latam,/digital-library/why-we-should-care-about-latam,og:description,"Unlock the future of technology with SpaceDev. We specialize in cutting-edge software development, AI integration, blockchain solutions, and more. Discover how we can elevate your business.",An in-depth look at why Latin America is one of the most exciting emerging tech markets — and what it means for global software development.,WARN
/digital-library/why-we-should-care-about-latam,/digital-library/why-we-should-care-about-latam,og:image,https://framerusercontent.com/images/G6FrxHO2dL9IcgUw5RwkUELN6g.png,https://spacedev.io/images/og-default.png,WARN
/digital-library/why-we-should-care-about-latam,/digital-library/why-we-should-care-about-latam,h1,(ausente),Why We Should Care About LATAM,WARN
/events-calendar,/events-calendar,title,Events Calendar | SpaceDev,"Blockchain, AI & FinTech Events Calendar 2026",REVIEW
/events-calendar,/events-calendar,description,"Stay updated on global tech events! Explore our calendar for upcoming webinars, hackathons, and tech talks covering the latest trends in technology.","International blockchain, crypto, AI and fintech events in 2026. Browse month by month.",REVIEW
/events-calendar,/events-calendar,canonical,https://spacedev.io/events-calendar,https://spacedev.io/events-calendar/,INFO
/events-calendar,/events-calendar,og:title,Events Calendar | SpaceDev,"Blockchain, AI & FinTech Events Calendar 2026",WARN
/events-calendar,/events-calendar,og:description,"Stay updated on global tech events! Explore our calendar for upcoming webinars, hackathons, and tech talks covering the latest trends in technology.","International blockchain, crypto, AI and fintech events in 2026. Browse month by month.",WARN
/events-calendar,/events-calendar,og:image,https://framerusercontent.com/assets/KD9R4h94YxLSpWDK8gSxftGd7U.svg,https://spacedev.io/images/og-default.png,WARN
/faqs,/faqs,title,FAQs | SpaceDev,"FAQs: Blockchain & Web3 Development, Common Questions",REVIEW
/faqs,/faqs,description,"Got questions about SpaceDev? Visit our FAQ page for answers on our services, processes, and how we can help your business grow with cutting-edge technology.","Answers to common questions about SpaceDev's blockchain and software development services, rates, processes, and how we work with clients worldwide.",REVIEW
/faqs,/faqs,canonical,https://spacedev.io/faqs,https://spacedev.io/faqs/,INFO
/faqs,/faqs,og:title,FAQs | SpaceDev,"FAQs: Blockchain & Web3 Development, Common Questions",WARN
/faqs,/faqs,og:description,"Got questions about SpaceDev? Visit our FAQ page for answers on our services, processes, and how we can help your business grow with cutting-edge technology.","Answers to common questions about SpaceDev's blockchain and software development services, rates, processes, and how we work with clients worldwide.",WARN
/faqs,/faqs,og:image,https://framerusercontent.com/assets/KD9R4h94YxLSpWDK8gSxftGd7U.svg,https://spacedev.io/images/og-default.png,WARN
/innovative-web-and-mobile-solutions,/innovative-web-and-mobile-solutions,title,Web & Mobile App Development Services - Custom Software,Custom Web & Mobile App Development Services,REVIEW
/innovative-web-and-mobile-solutions,/innovative-web-and-mobile-solutions,description,"SpaceDev is a custom software development company offering web and mobile app development services. We build fast, scalable digital products for growing businesses.","Custom software, web, and mobile app development engineered for scale. React, Next.js, React Native, and Python experts. Design, ship, and iterate.",REVIEW
/innovative-web-and-mobile-solutions,/innovative-web-and-mobile-solutions,canonical,https://spacedev.io/innovative-web-and-mobile-solutions,https://spacedev.io/innovative-web-and-mobile-solutions/,INFO
/innovative-web-and-mobile-solutions,/innovative-web-and-mobile-solutions,og:title,Web & Mobile App Development Services - Custom Software,Custom Web & Mobile App Development Services,WARN
/innovative-web-and-mobile-solutions,/innovative-web-and-mobile-solutions,og:description,"SpaceDev is a custom software development company offering web and mobile app development services. We build fast, scalable digital products for growing businesses.","Custom software, web, and mobile app development engineered for scale. React, Next.js, React Native, and Python experts. Design, ship, and iterate.",WARN
/innovative-web-and-mobile-solutions,/innovative-web-and-mobile-solutions,og:image,https://framerusercontent.com/assets/KD9R4h94YxLSpWDK8gSxftGd7U.svg,https://spacedev.io/images/og-default.png,WARN
/newsletter,/newsletter,title,newsletter,Newsletter | SpaceDev Engineering Notes,REVIEW
/newsletter,/newsletter,description,"This week in AI x Web3 x Fintech:  7 Signals, 5 minutes.","Occasional updates from the SpaceDev engineering team. Practical articles on Web3, security, and product. Roughly monthly. No spam.",REVIEW
/newsletter,/newsletter,canonical,https://spacedev.io/newsletter,https://spacedev.io/newsletter/,INFO
/newsletter,/newsletter,og:title,newsletter,Newsletter | SpaceDev Engineering Notes,WARN
/newsletter,/newsletter,og:description,"This week in AI x Web3 x Fintech:  7 Signals, 5 minutes.","Occasional updates from the SpaceDev engineering team. Practical articles on Web3, security, and product. Roughly monthly. No spam.",WARN
/newsletter,/newsletter,og:image,https://framerusercontent.com/assets/KD9R4h94YxLSpWDK8gSxftGd7U.svg,https://spacedev.io/images/og-default.png,WARN
/newsletter,/newsletter,h1,Signal > Noise #03,"Engineering notes, in your inbox",WARN
/our-work,/our-work,title,Our Work | SpaceDev,Web3 & SaaS Case Studies | Our Selected Work,REVIEW
/our-work,/our-work,description,Leverage our Web2 and Web3 development expertise. Discover how our skills and experience drive innovation across diverse industries.,"Explore 20+ case studies from SpaceDev: blockchain platforms, NFT marketplaces, fintech, gaming, and enterprise SaaS shipped with our clients.",REVIEW
/our-work,/our-work,canonical,https://spacedev.io/our-work,https://spacedev.io/our-work/,INFO
/our-work,/our-work,og:title,Our Work | SpaceDev,Web3 & SaaS Case Studies | Our Selected Work,WARN
/our-work,/our-work,og:description,Leverage our Web2 and Web3 development expertise. Discover how our skills and experience drive innovation across diverse industries.,"Explore 20+ case studies from SpaceDev: blockchain platforms, NFT marketplaces, fintech, gaming, and enterprise SaaS shipped with our clients.",WARN
/our-work,/our-work,og:image,https://framerusercontent.com/assets/KD9R4h94YxLSpWDK8gSxftGd7U.svg,https://spacedev.io/images/og-default.png,WARN
/post/a-few-thoughts-on-decentralization,/blog/a-few-thoughts-on-decentralization,title,(ausente),A Few Thoughts on Decentralization in Web3,REVIEW
/post/a-few-thoughts-on-decentralization,/blog/a-few-thoughts-on-decentralization,description,"The SpaceDev team has been very busy lately soaking up the details on all things blockchain. Juan Manuel Sobral and Elina García, two of our specialists on the matter with academic and professional...","SpaceDev explores why blockchains consistently fall short of true decentralization, the real challenges of Web3 infrastructure, and what might change that.",REVIEW
/post/a-few-thoughts-on-decentralization,/blog/a-few-thoughts-on-decentralization,canonical,https://spacedev.io/post/a-few-thoughts-on-decentralization,https://spacedev.io/blog/a-few-thoughts-on-decentralization/,INFO
/post/a-few-thoughts-on-decentralization,/blog/a-few-thoughts-on-decentralization,og:title,(ausente),A Few Thoughts on Decentralization in Web3,WARN
/post/a-few-thoughts-on-decentralization,/blog/a-few-thoughts-on-decentralization,og:description,"The SpaceDev team has been very busy lately soaking up the details on all things blockchain. Juan Manuel Sobral and Elina García, two of our specialists on the matter with academic and professional...","SpaceDev explores why blockchains consistently fall short of true decentralization, the real challenges of Web3 infrastructure, and what might change that.",WARN
/post/a-few-thoughts-on-decentralization,/blog/a-few-thoughts-on-decentralization,og:image,https://framerusercontent.com/images/G6FrxHO2dL9IcgUw5RwkUELN6g.png,https://spacedev.io/images/content/ZYFCVOnAOkZaVXWFJg9sEbfiVzs.png,WARN
/post/a-quick-guide-to-crypto-apps-exchanges-january-2024-edition,/blog/a-quick-guide-to-crypto-apps-exchanges-january-2024-edition,title,(ausente),Crypto Apps & Exchanges: January 2024 Edition Guide,REVIEW
/post/a-quick-guide-to-crypto-apps-exchanges-january-2024-edition,/blog/a-quick-guide-to-crypto-apps-exchanges-january-2024-edition,description,Welcome to our Quick Guide: Crypto Apps & Exchanges - January 2024 Edition. Navigate the rapidly evolving landscape of cryptocurrency with insights into the latest and most promising apps and...,Navigate the evolving cryptocurrency landscape with our curated guide to the most promising crypto apps and exchanges to kickstart your journey in 2024.,REVIEW
/post/a-quick-guide-to-crypto-apps-exchanges-january-2024-edition,/blog/a-quick-guide-to-crypto-apps-exchanges-january-2024-edition,canonical,https://spacedev.io/post/a-quick-guide-to-crypto-apps-exchanges-january-2024-edition,https://spacedev.io/blog/a-quick-guide-to-crypto-apps-exchanges-january-2024-edition/,INFO
/post/a-quick-guide-to-crypto-apps-exchanges-january-2024-edition,/blog/a-quick-guide-to-crypto-apps-exchanges-january-2024-edition,og:title,(ausente),Crypto Apps & Exchanges: January 2024 Edition Guide,WARN
/post/a-quick-guide-to-crypto-apps-exchanges-january-2024-edition,/blog/a-quick-guide-to-crypto-apps-exchanges-january-2024-edition,og:description,Welcome to our Quick Guide: Crypto Apps & Exchanges - January 2024 Edition. Navigate the rapidly evolving landscape of cryptocurrency with insights into the latest and most promising apps and...,Navigate the evolving cryptocurrency landscape with our curated guide to the most promising crypto apps and exchanges to kickstart your journey in 2024.,WARN
/post/a-quick-guide-to-crypto-apps-exchanges-january-2024-edition,/blog/a-quick-guide-to-crypto-apps-exchanges-january-2024-edition,og:image,https://framerusercontent.com/images/G6FrxHO2dL9IcgUw5RwkUELN6g.png,https://spacedev.io/images/content/qFJKTDemuBdfzAflDu2hTIy3mw.webp,WARN
/post/ai-is-reshaping-drug-discovery-and-the-fda-is-onboard,/blog/ai-is-reshaping-drug-discovery-and-the-fda-is-onboard,title,AI in Drug Discovery: What the FDA's Endorsement Means,AI in Drug Discovery: The FDA Is Onboard,REVIEW
/post/ai-is-reshaping-drug-discovery-and-the-fda-is-onboard,/blog/ai-is-reshaping-drug-discovery-and-the-fda-is-onboard,description,"Artificial intelligence is quickly becoming the new lab assistant in drug discovery, and the U.S. FDA is helping clear the path. With pressure mounting to cut back on costly and ethically fraught...","AI is becoming the new lab assistant in drug discovery, and the FDA is clearing the path: within three to five years, animal studies could be the exception.",REVIEW
/post/ai-is-reshaping-drug-discovery-and-the-fda-is-onboard,/blog/ai-is-reshaping-drug-discovery-and-the-fda-is-onboard,canonical,https://spacedev.io/post/ai-is-reshaping-drug-discovery-and-the-fda-is-onboard,https://spacedev.io/blog/ai-is-reshaping-drug-discovery-and-the-fda-is-onboard/,INFO
/post/ai-is-reshaping-drug-discovery-and-the-fda-is-onboard,/blog/ai-is-reshaping-drug-discovery-and-the-fda-is-onboard,og:title,AI in Drug Discovery: What the FDA's Endorsement Means,AI in Drug Discovery: The FDA Is Onboard,WARN
/post/ai-is-reshaping-drug-discovery-and-the-fda-is-onboard,/blog/ai-is-reshaping-drug-discovery-and-the-fda-is-onboard,og:description,"Artificial intelligence is quickly becoming the new lab assistant in drug discovery, and the U.S. FDA is helping clear the path. With pressure mounting to cut back on costly and ethically fraught...","AI is becoming the new lab assistant in drug discovery, and the FDA is clearing the path: within three to five years, animal studies could be the exception.",WARN
/post/ai-is-reshaping-drug-discovery-and-the-fda-is-onboard,/blog/ai-is-reshaping-drug-discovery-and-the-fda-is-onboard,og:image,https://framerusercontent.com/images/G6FrxHO2dL9IcgUw5RwkUELN6g.png,https://spacedev.io/images/content/2kwBmFhPTlXfy8RM1iE5tRfmPfM.png,WARN
/post/bitcoin-101-basic-concepts-everyone-must-know,/blog/bitcoin-101-basic-concepts-everyone-must-know,title,(ausente),Bitcoin 101: Basic Concepts Everyone Must Know,REVIEW
/post/bitcoin-101-basic-concepts-everyone-must-know,/blog/bitcoin-101-basic-concepts-everyone-must-know,description,"Bitcoin, the world's first and most prominent cryptocurrency, has been making headlines lately. As of today, the price of one Bitcoin is hovering around $71K dollars, recovering strength from...","Bitcoin basics explained: how the world's first cryptocurrency works, why it matters, and the fundamental concepts everyone interested in crypto must know.",REVIEW
/post/bitcoin-101-basic-concepts-everyone-must-know,/blog/bitcoin-101-basic-concepts-everyone-must-know,canonical,https://spacedev.io/post/bitcoin-101-basic-concepts-everyone-must-know,https://spacedev.io/blog/bitcoin-101-basic-concepts-everyone-must-know/,INFO
/post/bitcoin-101-basic-concepts-everyone-must-know,/blog/bitcoin-101-basic-concepts-everyone-must-know,og:title,(ausente),Bitcoin 101: Basic Concepts Everyone Must Know,WARN
/post/bitcoin-101-basic-concepts-everyone-must-know,/blog/bitcoin-101-basic-concepts-everyone-must-know,og:description,"Bitcoin, the world's first and most prominent cryptocurrency, has been making headlines lately. As of today, the price of one Bitcoin is hovering around $71K dollars, recovering strength from...","Bitcoin basics explained: how the world's first cryptocurrency works, why it matters, and the fundamental concepts everyone interested in crypto must know.",WARN
/post/bitcoin-101-basic-concepts-everyone-must-know,/blog/bitcoin-101-basic-concepts-everyone-must-know,og:image,https://framerusercontent.com/images/G6FrxHO2dL9IcgUw5RwkUELN6g.png,https://spacedev.io/images/content/kCetyET6H0EvLGrRcVOTSUfAfqo.webp,WARN
/post/bitcoin-the-almost-millionaires-of-starcraft,/blog/bitcoin-the-almost-millionaires-of-starcraft,title,(ausente),Bitcoin & the Almost Millionaires of StarCraft,REVIEW
/post/bitcoin-the-almost-millionaires-of-starcraft,/blog/bitcoin-the-almost-millionaires-of-starcraft,description,"Imagine becoming a millionaire after NOT winning a tournament. Following up on our recent article on the price of Bitcoin, as well as the stories that have been circulating about lost or...","How losing a StarCraft tournament almost made gamers Bitcoin millionaires: one of the most curious stories in crypto history, from esports' golden era.",REVIEW
/post/bitcoin-the-almost-millionaires-of-starcraft,/blog/bitcoin-the-almost-millionaires-of-starcraft,canonical,https://spacedev.io/post/bitcoin-the-almost-millionaires-of-starcraft,https://spacedev.io/blog/bitcoin-the-almost-millionaires-of-starcraft/,INFO
/post/bitcoin-the-almost-millionaires-of-starcraft,/blog/bitcoin-the-almost-millionaires-of-starcraft,og:title,(ausente),Bitcoin & the Almost Millionaires of StarCraft,WARN
/post/bitcoin-the-almost-millionaires-of-starcraft,/blog/bitcoin-the-almost-millionaires-of-starcraft,og:description,"Imagine becoming a millionaire after NOT winning a tournament. Following up on our recent article on the price of Bitcoin, as well as the stories that have been circulating about lost or...","How losing a StarCraft tournament almost made gamers Bitcoin millionaires: one of the most curious stories in crypto history, from esports' golden era.",WARN
/post/bitcoin-the-almost-millionaires-of-starcraft,/blog/bitcoin-the-almost-millionaires-of-starcraft,og:image,https://framerusercontent.com/images/G6FrxHO2dL9IcgUw5RwkUELN6g.png,https://spacedev.io/images/content/3fuM3Z1MSowq1AA5jeBRovzFEFk.webp,WARN
/post/blockchain-ai-convergence-a-powerful-synergy,/blog/blockchain-ai-convergence-a-powerful-synergy,title,"Blockchain and AI Use Cases: Benefits, Trends and Enterprise Value",Blockchain + AI Convergence: A Powerful Synergy,REVIEW
/post/blockchain-ai-convergence-a-powerful-synergy,/blog/blockchain-ai-convergence-a-powerful-synergy,description,"Unlock the future of technology with SpaceDev. We specialize in cutting-edge software development, AI integration, blockchain solutions, and more. Discover how we can elevate your business.",Blockchain and AI are converging fast: AI deal value jumped 52% in 2024 and blockchain is set to hit $306B by 2030. Explore the use cases reshaping business.,REVIEW
/post/blockchain-ai-convergence-a-powerful-synergy,/blog/blockchain-ai-convergence-a-powerful-synergy,canonical,https://spacedev.io/post/blockchain-ai-convergence-a-powerful-synergy,https://spacedev.io/blog/blockchain-ai-convergence-a-powerful-synergy/,INFO
/post/blockchain-ai-convergence-a-powerful-synergy,/blog/blockchain-ai-convergence-a-powerful-synergy,og:title,"Blockchain and AI Use Cases: Benefits, Trends and Enterprise Value",Blockchain + AI Convergence: A Powerful Synergy,WARN
/post/blockchain-ai-convergence-a-powerful-synergy,/blog/blockchain-ai-convergence-a-powerful-synergy,og:description,"Unlock the future of technology with SpaceDev. We specialize in cutting-edge software development, AI integration, blockchain solutions, and more. Discover how we can elevate your business.",Blockchain and AI are converging fast: AI deal value jumped 52% in 2024 and blockchain is set to hit $306B by 2030. Explore the use cases reshaping business.,WARN
/post/blockchain-ai-convergence-a-powerful-synergy,/blog/blockchain-ai-convergence-a-powerful-synergy,og:image,https://framerusercontent.com/images/G6FrxHO2dL9IcgUw5RwkUELN6g.png,https://spacedev.io/images/content/DmHKXFBCvlA7Y9zmzYpBfOzzko.webp,WARN
/post/blockchain-ai-convergence-make-ai-trustworthy,/blog/blockchain-ai-convergence-make-ai-trustworthy,title,Blockchain and AI Convergence in 2026: Make AI More Trustworthy,Blockchain and AI in 2026: Making AI Trustworthy,REVIEW
/post/blockchain-ai-convergence-make-ai-trustworthy,/blog/blockchain-ai-convergence-make-ai-trustworthy,canonical,https://spacedev.io/post/blockchain-ai-convergence-make-ai-trustworthy,https://spacedev.io/blog/blockchain-ai-convergence-make-ai-trustworthy/,INFO
